bigg_id,equaction_string,mets,bounds,original_bigg_ids
ACt2rpp,ac_p + h_p --> ac_c + h_c,"{'ac_c': 1.0, 'ac_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)","['ACt2pp', 'ACt2rpp']"
ACtex,ac_e --> ac_p,"{'ac_e': -1.0, 'ac_p': 1.0}","(0.0, 1000.0)",['ACtex']
ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c,"{'4adcho_c': 1.0, 'chor_c': -1.0, 'gln__L_c': -1.0, 'glu__L_c': 1.0}","(0.0, 1000.0)","['ADCS', 'ADCS_c']"
ADEt2rpp,ade_p + h_p --> ade_c + h_c,"{'ade_c': 1.0, 'ade_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['ADEt2rpp']
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"{'adn_c': -1.0, 'adp_c': 1.0, 'amp_c': 1.0, 'atp_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)","['ADNK', 'ADNK1', 'ADNK_c']"
ADNUC,adn_c + h2o_c --> ade_c + rib__D_c,"{'ade_c': 1.0, 'adn_c': -1.0, 'h2o_c': -1.0, 'rib__D_c': 1.0}","(0.0, 1000.0)","['ADNUC', 'ADRH']"
ADOCBLS,agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c,"{'adocbl_c': 1.0, 'agdpcbi_c': -1.0, 'gmp_c': 1.0, 'h_c': 1.0, 'rdmbzi_c': -1.0}","(0.0, 1000.0)",['ADOCBLS']
ADOCBLtonex,adocbl_e + h_p --> adocbl_p + h_c,"{'adocbl_e': -1.0, 'adocbl_p': 1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['ADOCBLtonex']
AGM4PCPpp,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p,"{'ala__D_p': 1.0, 'anhgm3p_p': 1.0, 'anhgm4p_p': -1.0, 'h2o_p': -1.0}","(0.0, 1000.0)",['AGM4PCPpp']
AGMt2pp,anhgm_p + h_p --> anhgm_c + h_c,"{'anhgm_c': 1.0, 'anhgm_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['AGMt2pp']
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,"{'1odecg3p_c': -1.0, 'ACP_c': 1.0, 'ocdcaACP_c': -1.0, 'pa180_c': 1.0}","(0.0, 1000.0)",['AGPAT180']
AGt3,ag_c + h_e --> ag_e + h_c,"{'ag_c': -1.0, 'ag_e': 1.0, 'h_c': 1.0, 'h_e': -1.0}","(0.0, 1000.0)",['AGt3']
ALAALAtex,alaala_e --> alaala_p,"{'alaala_e': -1.0, 'alaala_p': 1.0}","(0.0, 1000.0)",['ALAALAtex']
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"{'akg_c': -1.0, 'ala__L_c': -1.0, 'glu__L_c': 1.0, 'pyr_c': 1.0}","(0.0, 1000.0)","['ALAAT', 'ALATA_L', 'ALATA_L_c']"
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,"{'ala__L_c': -1.0, 'alatrna_c': 1.0, 'amp_c': 1.0, 'atp_c': -1.0, 'ppi_c': 1.0, 'trnaala_c': -1.0}","(0.0, 1000.0)","['ALATL_c', 'ALATRS']"
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,"{'acald_c': 1.0, 'etoh_c': -1.0, 'h_c': 1.0, 'nad_c': -1.0, 'nadh_c': 1.0}","(0.0, 1000.0)","['ALCD2if', 'ALCD2x']"
ALLK,all__D_c + atp_c --> adp_c + all6p_c + h_c,"{'adp_c': 1.0, 'all6p_c': 1.0, 'all__D_c': -1.0, 'atp_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)",['ALLK']
ALLTAMH,alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c,"{'alltt_c': -1.0, 'co2_c': 1.0, 'h2o_c': -2.0, 'h_c': -2.0, 'nh4_c': 2.0, 'urdglyc_c': 1.0}","(0.0, 1000.0)",['ALLTAMH']
AM4PA,anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c,"{'LalaDgluMdapDala_c': 1.0, 'anhm4p_c': -1.0, 'anhm_c': 1.0, 'h2o_c': -1.0}","(0.0, 1000.0)",['AM4PA']
AM4PCP,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,"{'ala__D_c': 1.0, 'anhm3p_c': 1.0, 'anhm4p_c': -1.0, 'h2o_c': -1.0}","(0.0, 1000.0)",['AM4PCP']
AMANK,acmana_c + atp_c --> acmanap_c + adp_c + h_c,"{'acmana_c': -1.0, 'acmanap_c': 1.0, 'adp_c': 1.0, 'atp_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)",['AMANK']
AMPMS2,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,"{'4ampm_c': 1.0, 'air_c': -1.0, 'for_c': 2.0, 'h2o_c': -1.0, 'h_c': 3.0, 'nad_c': -1.0, 'nadh_c': 1.0}","(0.0, 1000.0)",['AMPMS2']
AMPtex,amp_e --> amp_p,"{'amp_e': -1.0, 'amp_p': 1.0}","(0.0, 1000.0)",['AMPtex']
ANHGMtex,anhgm_e --> anhgm_p,"{'anhgm_e': -1.0, 'anhgm_p': 1.0}","(0.0, 1000.0)",['ANHGMtex']
ANPRT,anth_c + prpp_c --> ppi_c + pran_c,"{'anth_c': -1.0, 'ppi_c': 1.0, 'pran_c': 1.0, 'prpp_c': -1.0}","(0.0, 1000.0)","['ANPRT', 'ANPRT_c']"
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c,"{'adp_c': 1.0, 'ap5a_c': -1.0, 'atp_c': 1.0, 'h2o_c': -1.0, 'h_c': 2.0}","(0.0, 1000.0)",['AP5AH']
APG3PAT141,glyc3p_c + ttdceap_c --> 1tdec7eg3p_c + h_c + pi_c,"{'1tdec7eg3p_c': 1.0, 'glyc3p_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'ttdceap_c': -1.0}","(0.0, 1000.0)",['APG3PAT141']
APH140,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,"{'h2o_c': -1.0, 'h_c': 2.0, 'pi_c': 1.0, 'ttdca_c': 1.0, 'ttdcap_c': -1.0}","(0.0, 1000.0)",['APH140']
APH160,h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c,"{'h2o_c': -1.0, 'h_c': 2.0, 'hdca_c': 1.0, 'hdcap_c': -1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['APH160']
APH161,h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c,"{'h2o_c': -1.0, 'h_c': 2.0, 'hdcea_c': 1.0, 'hdceap_c': -1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['APH161']
ARAI,arab__L_c --> rbl__L_c,"{'arab__L_c': -1.0, 'rbl__L_c': 1.0}","(0.0, 1000.0)",['ARAI']
ARBTNR1,2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c,"{'arbtn_c': 2.0, 'arbtn_fe3_c': -2.0, 'fad_c': 1.0, 'fadh2_c': -1.0, 'fe2_c': 2.0, 'h_c': 2.0}","(0.0, 1000.0)",['ARBTNR1']
ARBTNexs,arbtn_e + fe3_e --> arbtn_fe3_e,"{'arbtn_e': -1.0, 'arbtn_fe3_e': 1.0, 'fe3_e': -1.0}","(0.0, 1000.0)",['ARBTNexs']
ARBTNtpp,arbtn_c + h_p --> arbtn_p + h_c,"{'arbtn_c': -1.0, 'arbtn_p': 1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['ARBTNtpp']
ARGAGMt7pp,agm_c + arg__L_p --> agm_p + arg__L_c,"{'agm_c': -1.0, 'agm_p': 1.0, 'arg__L_c': 1.0, 'arg__L_p': -1.0}","(0.0, 1000.0)",['ARGAGMt7pp']
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,"{'amp_c': 1.0, 'argsuc_c': 1.0, 'asp__L_c': -1.0, 'atp_c': -1.0, 'citr__L_c': -1.0, 'h_c': 1.0, 'ppi_c': 1.0}","(0.0, 1000.0)","['ARGSS', 'ARGSS_c', 'ARGSSr']"
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,"{'amp_c': 1.0, 'arg__L_c': -1.0, 'argtrna_c': 1.0, 'atp_c': -1.0, 'ppi_c': 1.0, 'trnaarg_c': -1.0}","(0.0, 1000.0)","['ARGT', 'ARGTL_c', 'ARGTRS', 'ARGTRS_r']"
ASCBPL,ascb6p_c + h2o_c --> 3dhgulnp_c + h_c,"{'3dhgulnp_c': 1.0, 'ascb6p_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)",['ASCBPL']
ASNabcpp,asn__L_p + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c,"{'adp_c': 1.0, 'asn__L_c': 1.0, 'asn__L_p': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['ASNabcpp']
ASNt2rpp,asn__L_p + h_p --> asn__L_c + h_c,"{'asn__L_c': 1.0, 'asn__L_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['ASNt2rpp']
ASNtex,asn__L_e --> asn__L_p,"{'asn__L_e': -1.0, 'asn__L_p': 1.0}","(0.0, 1000.0)",['ASNtex']
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,"{'akg_c': -1.0, 'asp__L_c': -1.0, 'glu__L_c': 1.0, 'oaa_c': 1.0}","(0.0, 1000.0)","['ASPAT', 'ASPTA', 'ASPTA1', 'ASPTA_L_c']"
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,"{'amp_c': 1.0, 'asp__L_c': -1.0, 'asptrna_c': 1.0, 'atp_c': -1.0, 'ppi_c': 1.0, 'trnaasp_c': -1.0}","(0.0, 1000.0)","['ASPTL_c', 'ASPTRS']"
ASPt2_2pp,asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c,"{'asp__L_c': 1.0, 'asp__L_p': -1.0, 'h_c': 2.0, 'h_p': -2.0}","(0.0, 1000.0)",['ASPt2_2pp']
ASPtex,asp__L_e --> asp__L_p,"{'asp__L_e': -1.0, 'asp__L_p': 1.0}","(0.0, 1000.0)",['ASPtex']
ATPHs,atp_c + h2o_c + h_c --> itp_c + nh4_c,"{'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': -1.0, 'itp_c': 1.0, 'nh4_c': 1.0}","(0.0, 1000.0)",['ATPHs']
ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)","['ATPM', 'ATPM_LPAREN_NGAM_RPAREN_', 'ATPM_c', 'DM_atp[c]', 'DM_atp_c', 'DM_atp_c_']"
ATPS4rpp,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c,"{'adp_c': -1.0, 'atp_c': 1.0, 'h2o_c': 1.0, 'h_c': 3.0, 'h_p': -4.0, 'pi_c': -1.0}","(0.0, 1000.0)",['ATPS4rpp']
BALAt2pp,ala_B_p + h_p --> ala_B_c + h_c,"{'ala_B_c': 1.0, 'ala_B_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['BALAt2pp']
BUTSO3abcpp,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'butso3_c': 1.0, 'butso3_p': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['BUTSO3abcpp']
BUTtex,but_e --> but_p,"{'but_e': -1.0, 'but_p': 1.0}","(0.0, 1000.0)",['BUTtex']
BWCOGDS1,bwco_c + gtp_c + h_c --> bwco1gdp_c + ppi_c,"{'bwco1gdp_c': 1.0, 'bwco_c': -1.0, 'gtp_c': -1.0, 'h_c': -1.0, 'ppi_c': 1.0}","(0.0, 1000.0)",['BWCOGDS1']
BWCOS,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c,"{'amp_c': 1.0, 'bwco_c': 1.0, 'cu2_c': 1.0, 'mptamp_c': -1.0, 'wco_c': -1.0}","(0.0, 1000.0)",['BWCOS']
CA2t3pp,ca2_c + h_p --> ca2_p + h_c,"{'ca2_c': -1.0, 'ca2_p': 1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['CA2t3pp']
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,"{'adp_c': 2.0, 'atp_c': -2.0, 'cbp_c': 1.0, 'gln__L_c': -1.0, 'glu__L_c': 1.0, 'h2o_c': -1.0, 'h_c': 2.0, 'hco3_c': -1.0, 'pi_c': 1.0}","(0.0, 1000.0)","['CBPS', 'CPS_c', 'HCGAL']"
CCGS,atp_c + cdg_c + nh4_c --> adp_c + h2o_c + h_c + pi_c + preq0_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'cdg_c': -1.0, 'h2o_c': 1.0, 'h_c': 1.0, 'nh4_c': -1.0, 'pi_c': 1.0, 'preq0_c': 1.0}","(0.0, 1000.0)",['CCGS']
CD2abcpp,atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'cd2_c': -1.0, 'cd2_p': 1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['CD2abcpp']
CD2t3pp,cd2_c + h_p --> cd2_p + h_c,"{'cd2_c': -1.0, 'cd2_p': 1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['CD2t3pp']
CDGR,3.0 h_c + 2.0 nadph_c + preq0_c --> 2.0 nadp_c + preq1_c,"{'h_c': -3.0, 'nadp_c': 2.0, 'nadph_c': -2.0, 'preq0_c': -1.0, 'preq1_c': 1.0}","(0.0, 1000.0)",['CDGR']
CFAS180E,2.0 amet_c + pe181_c --> 2.0 ahcys_c + cpe180_c + 2.0 h_c,"{'ahcys_c': 2.0, 'amet_c': -2.0, 'cpe180_c': 1.0, 'h_c': 2.0, 'pe181_c': -1.0}","(0.0, 1000.0)",['CFAS180E']
CGLYabcpp,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'cgly_c': 1.0, 'cgly_p': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['CGLYabcpp']
CHLt2pp,chol_p + h_p --> chol_c + h_c,"{'chol_c': 1.0, 'chol_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['CHLt2pp']
CHTBSptspp,chtbs_p + pep_c --> chtbs6p_c + pyr_c,"{'chtbs6p_c': 1.0, 'chtbs_p': -1.0, 'pep_c': -1.0, 'pyr_c': 1.0}","(0.0, 1000.0)",['CHTBSptspp']
CHTBStex,chtbs_e --> chtbs_p,"{'chtbs_e': -1.0, 'chtbs_p': 1.0}","(0.0, 1000.0)",['CHTBStex']
CITtex,cit_e --> cit_p,"{'cit_e': -1.0, 'cit_p': 1.0}","(0.0, 1000.0)",['CITtex']
CLIPAabctex,atp_c + h2o_c + lipa_cold_p --> adp_c + h_c + lipa_cold_e + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'lipa_cold_e': 1.0, 'lipa_cold_p': -1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['CLIPAabctex']
CLPNH140pp,clpn140_p + h2o_p --> h_p + pa140_p + pg140_p,"{'clpn140_p': -1.0, 'h2o_p': -1.0, 'h_p': 1.0, 'pa140_p': 1.0, 'pg140_p': 1.0}","(0.0, 1000.0)",['CLPNH140pp']
CLPNH181pp,clpn181_p + h2o_p --> h_p + pa181_p + pg181_p,"{'clpn181_p': -1.0, 'h2o_p': -1.0, 'h_p': 1.0, 'pa181_p': 1.0, 'pg181_p': 1.0}","(0.0, 1000.0)",['CLPNH181pp']
CLPNS141pp,2.0 pg141_p --> clpn141_p + glyc_p,"{'clpn141_p': 1.0, 'glyc_p': 1.0, 'pg141_p': -2.0}","(0.0, 1000.0)",['CLPNS141pp']
CLPNS180pp,2.0 pg180_p --> clpn180_p + glyc_p,"{'clpn180_p': 1.0, 'glyc_p': 1.0, 'pg180_p': -2.0}","(0.0, 1000.0)",['CLPNS180pp']
CLt3_2pp,2.0 cl_p + h_c --> 2.0 cl_c + h_p,"{'cl_c': 2.0, 'cl_p': -2.0, 'h_c': -1.0, 'h_p': 1.0}","(0.0, 1000.0)","['CLt3_2pp', 'CLt3r_2pp']"
COBALT2abcpp,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'cobalt2_c': -1.0, 'cobalt2_p': 1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['COBALT2abcpp']
COLIPAPabctex,atp_c + colipap_p + h2o_c --> adp_c + colipap_e + h_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'colipap_e': 1.0, 'colipap_p': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['COLIPAPabctex']
CPGNR1,2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c,"{'cpgn_c': -2.0, 'cpgn_un_c': 2.0, 'fad_c': 1.0, 'fadh2_c': -1.0, 'fe2_c': 2.0, 'h_c': 2.0}","(0.0, 1000.0)",['CPGNR1']
CPGNR2,2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c,"{'cpgn_c': -2.0, 'cpgn_un_c': 2.0, 'fe2_c': 2.0, 'fmn_c': 1.0, 'fmnh2_c': -1.0, 'h_c': 2.0}","(0.0, 1000.0)",['CPGNR2']
CPGNUtpp,cpgn_un_c + h_p --> cpgn_un_p + h_c,"{'cpgn_un_c': -1.0, 'cpgn_un_p': 1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['CPGNUtpp']
CRNBTCT,bbtcoa_c + crn_c --> crncoa_c + gbbtn_c,"{'bbtcoa_c': -1.0, 'crn_c': -1.0, 'crncoa_c': 1.0, 'gbbtn_c': 1.0}","(0.0, 1000.0)",['CRNBTCT']
CRNDCAL2,atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'coa_c': -1.0, 'crnDcoa_c': 1.0, 'crn__D_c': -1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['CRNDCAL2']
CRNtex,crn_e --> crn_p,"{'crn_e': -1.0, 'crn_p': 1.0}","(0.0, 1000.0)",['CRNtex']
CSNt2pp,csn_p + h_p --> csn_c + h_c,"{'csn_c': 1.0, 'csn_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['CSNt2pp']
CTBTabcpp,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'ctbt_c': 1.0, 'ctbt_p': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['CTBTabcpp']
CTBTt2rpp,ctbt_p + h_p --> ctbt_c + h_c,"{'ctbt_c': 1.0, 'ctbt_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['CTBTt2rpp']
CTECOAI6,tdecoa_c --> td2coa_c,"{'td2coa_c': 1.0, 'tdecoa_c': -1.0}","(0.0, 1000.0)","['CTECOAI6', 'TDECOAI']"
CU1Opp,4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p,"{'cu2_p': 4.0, 'cu_p': -4.0, 'h2o_p': 2.0, 'h_p': -4.0, 'o2_p': -1.0}","(0.0, 1000.0)",['CU1Opp']
CU2tpp,cu2_p --> cu2_c,"{'cu2_c': 1.0, 'cu2_p': -1.0}","(0.0, 1000.0)",['CU2tpp']
CYNTtex,cynt_e --> cynt_p,"{'cynt_e': -1.0, 'cynt_p': 1.0}","(0.0, 1000.0)",['CYNTtex']
CYSDtex,cys__D_e --> cys__D_p,"{'cys__D_e': -1.0, 'cys__D_p': 1.0}","(0.0, 1000.0)",['CYSDtex']
DADNt2pp,dad_2_p + h_p --> dad_2_c + h_c,"{'dad_2_c': 1.0, 'dad_2_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['DADNt2pp']
DAGK160,12dgr160_c + atp_c --> adp_c + h_c + pa160_c,"{'12dgr160_c': -1.0, 'adp_c': 1.0, 'atp_c': -1.0, 'h_c': 1.0, 'pa160_c': 1.0}","(0.0, 1000.0)","['DAGK160', 'DAGK_PALM_PALM_c']"
DAMPtex,damp_e --> damp_p,"{'damp_e': -1.0, 'damp_p': 1.0}","(0.0, 1000.0)",['DAMPtex']
DAPabcpp,26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c,"{'26dap__M_c': 1.0, '26dap__M_p': -1.0, 'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['DAPabcpp']
DAPtex,15dap_e --> 15dap_p,"{'15dap_e': -1.0, '15dap_p': 1.0}","(0.0, 1000.0)",['DAPtex']
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,"{'cdpdhdec9eg_c': 1.0, 'ctp_c': -1.0, 'h_c': -1.0, 'pa161_c': -1.0, 'ppi_c': 1.0}","(0.0, 1000.0)",['DASYN161']
DC6PH,chtbs6p_c + h2o_c --> acgam6p_c + acgam_c,"{'acgam6p_c': 1.0, 'acgam_c': 1.0, 'chtbs6p_c': -1.0, 'h2o_c': -1.0}","(0.0, 1000.0)",['DC6PH']
DCYTt2pp,dcyt_p + h_p --> dcyt_c + h_c,"{'dcyt_c': 1.0, 'dcyt_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['DCYTt2pp']
DDCAtexi,ddca_e --> ddca_p,"{'ddca_e': -1.0, 'ddca_p': 1.0}","(0.0, 1000.0)","['DDCAtex', 'DDCAtexi']"
DDGLCNt2rpp,2ddglcn_p + h_p --> 2ddglcn_c + h_c,"{'2ddglcn_c': 1.0, '2ddglcn_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['DDGLCNt2rpp']
DDGLCNtex,2ddglcn_e --> 2ddglcn_p,"{'2ddglcn_e': -1.0, '2ddglcn_p': 1.0}","(0.0, 1000.0)",['DDGLCNtex']
DHAD1,23dhmb_c --> 3mob_c + h2o_c,"{'23dhmb_c': -1.0, '3mob_c': 1.0, 'h2o_c': 1.0}","(0.0, 1000.0)","['DHAD1', 'DHAD_LPAREN_3mob_RPAREN_']"
DHCIND,cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c,"{'cenchddd_c': -1.0, 'dhcinnm_c': 1.0, 'h_c': 1.0, 'nad_c': -1.0, 'nadh_c': 1.0}","(0.0, 1000.0)",['DHCIND']
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'dhf_c': 1.0, 'dhpt_c': -1.0, 'glu__L_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)","['DHFS', 'DHFS_c']"
DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,"{'14dhncoa_c': -1.0, 'coa_c': 1.0, 'dhna_c': 1.0, 'h2o_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)",['DHNCOAT']
DMSOR1,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c,"{'dms_c': 1.0, 'dmso_c': -1.0, 'h2o_c': 1.0, 'mql8_c': -1.0, 'mqn8_c': 1.0}","(0.0, 1000.0)",['DMSOR1']
DMSOR1pp,dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c,"{'dms_p': 1.0, 'dmso_p': -1.0, 'h2o_p': 1.0, 'mql8_c': -1.0, 'mqn8_c': 1.0}","(0.0, 1000.0)","['DMSOR1', 'DMSOR1pp']"
DMSOR2,2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c,"{'2dmmq8_c': 1.0, '2dmmql8_c': -1.0, 'dms_c': 1.0, 'dmso_c': -1.0, 'h2o_c': 1.0}","(0.0, 1000.0)",['DMSOR2']
DMSOtex,dmso_e --> dmso_p,"{'dmso_e': -1.0, 'dmso_p': 1.0}","(0.0, 1000.0)",['DMSOtex']
DOXRBCNtpp,doxrbcn_p + h_p --> doxrbcn_e + h_c,"{'doxrbcn_e': 1.0, 'doxrbcn_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['DOXRBCNtpp']
DPR,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,"{'2dhp_c': -1.0, 'h_c': -1.0, 'nadp_c': 1.0, 'nadph_c': -1.0, 'pant__R_c': 1.0}","(0.0, 1000.0)","['DPR', 'DPRr']"
DSBAO1,dsbard_p + q8_c --> dsbaox_p + q8h2_c,"{'dsbaox_p': 1.0, 'dsbard_p': -1.0, 'q8_c': -1.0, 'q8h2_c': 1.0}","(0.0, 1000.0)",['DSBAO1']
DSBAO2,dsbard_p + mqn8_c --> dsbaox_p + mql8_c,"{'dsbaox_p': 1.0, 'dsbard_p': -1.0, 'mql8_c': 1.0, 'mqn8_c': -1.0}","(0.0, 1000.0)",['DSBAO2']
DSBGGT,dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p,"{'dsbgox_p': -1.0, 'dsbgrd_p': 1.0, 'gthox_p': 1.0, 'gthrd_p': -2.0}","(0.0, 1000.0)",['DSBGGT']
DSERDHr,nadp_c + ser__D_c --> 2amsa_c + h_c + nadph_c,"{'2amsa_c': 1.0, 'h_c': 1.0, 'nadp_c': -1.0, 'nadph_c': 1.0, 'ser__D_c': -1.0}","(0.0, 1000.0)",['DSERDHr']
DTMPtex,dtmp_e --> dtmp_p,"{'dtmp_e': -1.0, 'dtmp_p': 1.0}","(0.0, 1000.0)",['DTMPtex']
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'dump_c': 1.0, 'duri_c': -1.0, 'h_c': 1.0}","(0.0, 1000.0)",['DURIK1']
DURIt2pp,duri_p + h_p --> duri_c + h_c,"{'duri_c': 1.0, 'duri_p': -1.0, 'h_c': 1.0, 'h_p': -1.0}","(0.0, 1000.0)",['DURIt2pp']
DURItex,duri_e --> duri_p,"{'duri_e': -1.0, 'duri_p': 1.0}","(0.0, 1000.0)",['DURItex']
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,"{'dump_c': 1.0, 'dutp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'ppi_c': 1.0}","(0.0, 1000.0)","['DUTNH', 'DUTPDP', 'DUTPPH_c']"
